NAME,OWNER,ADDRESS,SUBURB,STATE,LATITUDE,LONGITUDE
Caltex Tocumwal,7-Eleven Pty Ltd,54-56 Deniliquin Road,Tocumwal,New South Wales,-35.810753,145.560806
Caltex Cobram,Caltex,74 Broadway Street,Cobram,Victoria,-35.916395,145.645776
Safeway Caltex Cobram,Caltex,2 Murray Street,Cobram,Victoria,-35.921467,145.644824
Caltex Cobram,7-Eleven Pty Ltd,88 Station Street,Cobram,Victoria,-35.923556,145.646189
Caltex Yarroweyah,Caltex,4160 Murray Valley Highway,Yarroweyah,Victoria,-35.924506,145.589377
Caltex Strathmerton,Caltex,47-49 Main Street,Strathmerton,Victoria,-35.9250529999999,145.478634
Caltex Gunbower,Caltex,22-26 Main Street,Gunbower,Victoria,-35.955659,144.369562
Ampol Corowa,Ampol,8 Bow Street,Corowa,New South Wales,-35.993759,146.390121
Safeway Caltex Corowa,Caltex,Cnr Parliament Street and Queen Street,Corowa,New South Wales,-36.0003659999999,146.390508
Caltex Corowa,Caltex,6-8 Parliament Street,Corowa,New South Wales,-36.000371,146.390432
Caltex Wahgunyah,Caltex,24 Foord Street,Wahgunyah,Victoria,-36.009757,146.394295
Safeway Caltex Yarrawonga,Caltex,156 Belmore Street,Yarrawonga,Victoria,-36.015316,146.004935
Caltex Yarrawonga,Caltex,53-55 Telford Street,Yarrawonga,Victoria,-36.018023,146.004318
Caltex Lavington,Caltex,432 Wagga Road,Lavington,New South Wales,-36.0450069999999,146.94448
Caltex Lavington,Caltex,373 Wagga Road,Lavington,New South Wales,-36.047973,146.938526
Safeway Caltex Lavington,Caltex,370-372 Griffith Road,Lavington,New South Wales,-36.048234,146.937413
Caltex Albury North,Caltex,79 Union Road,North Albury,New South Wales,-36.054852,146.948858
Independent Nathalia,7-Eleven Pty Ltd,60 Elizabeth Street,Nathalia,Victoria,-36.0558599999999,145.203303
Caltex Albury,Caltex,842-846 David Street,North Albury,New South Wales,-36.0639419999999,146.925332
Caltex Albury,Caltex,672-674 Dean Street,Albury,New South Wales,-36.0798129999999,146.911116
Safeway Caltex Albury,Caltex,519 Young Street,Albury,New South Wales,-36.0806019999999,146.92354
Caltex Albury,7-Eleven Pty Ltd,609 Hovell Street,South Albury,New South Wales,-36.086858,146.909786
Caltex Numurkah,Independent Fuel Supplies,3221 Goulburn Valley Highway,Numurkah,Victoria,-36.0995349999999,145.431122
Caltex Moama,Caltex,73 Meninya Street,Moama,New South Wales,-36.108145,144.752869
Caltex Wodonga,Caltex,157 Melbourne Road,Wodonga,Victoria,-36.1183789999999,146.872897
Caltex Wodonga,7-Eleven Pty Ltd,177 Lawrence Street,Wodonga,Victoria,-36.124836,146.888816
Caltex Echuca,Caltex,456 High Street,Echuca,Victoria,-36.126909,144.748129
Safeway Caltex Echuca,Caltex,102 Annesley Street,Echuca,Victoria,-36.1331,144.752815
Caltex Wodonga,Caltex,4397 Anzac Parade,Wodonga,Victoria,-36.1349549999999,146.904497
Independent Ebden,Independent Fuel Supplies,82 Bonegilla Road,Bonegilla,Victoria,-36.134983,147.008765
Caltex Echuca,Caltex,200 Ogilvie Avenue,Echuca,Victoria,-36.140296,144.753043
Caltex Echuca,7-Eleven Pty Ltd,4 Northern Highway,Echuca,Victoria,-36.141185,144.730234
Caltex Echuca,Caltex,44 Northern Highway,Echuca,Victoria,-36.144624,144.730636
Caltex Tongala,Caltex,31 Henderson Road,Tongala,Victoria,-36.249971,144.947723
Caltex Lockington,Independent Fuel Supplies,1 Archibald Street,Lockington,Victoria,-36.272104,144.536133
Caltex Kyabram,Caltex,37 McCormick Road,Kyabram,Victoria,-36.307407,145.036338
Safeway Caltex Kyabram,Caltex,70 Union Street,Kyabram,Victoria,-36.31229,145.047051
Caltex Wangaratta,Caltex,15 Rowan Street,Wangaratta,Victoria,-36.353508,146.324252
Caltex Rochester,Caltex,38-40 Lowry Street,Rochester,Victoria,-36.3581589999999,144.709323
Ampol Beechworth,Ampol,2 High Street,Beechworth,Victoria,-36.3651179999999,146.682774
Caltex Wangaratta,Caltex,70-72 Greta Road,Wangaratta,Victoria,-36.3654749999999,146.31437
Independent Wangaratta,Independent Fuel Supplies,73-75 Greta Road,Wangaratta,Victoria,-36.369922,146.313603
Independent Everton,Independent Fuel Supplies,2128 Great Alpine Road,Everton,Victoria,-36.433644,146.542334
Caltex Benalla,7-Eleven Pty Ltd,191 Bridge Street,Benalla,Victoria,-36.54871,145.995238
Caltex Benalla,Caltex,159-161 Bridge Street,Benalla,Victoria,-36.5495819999999,145.991298
Safeway Caltex Benalla,Caltex,135 Bridge Street,Benalla,Victoria,-36.5501209999999,145.988426
Caltex Bridgewater On Loddon,Caltex,Cnr Calder Highway and Kerang Road,Bridgewater On Loddon,Victoria,-36.598901,143.937413
Caltex Wahring,Caltex,9 Moss Road,Goulburn Weir,Victoria,-36.7076529999999,145.198539
Safeway Caltex Horsham,Caltex,115 Wilson Street,Horsham,Victoria,-36.71703,142.195034
Caltex Horsham,Caltex,88 Streetawell Road,Horsham,Victoria,-36.732816,142.204505
Caltex Euroa,Caltex,38 Clifton Street,Euroa,Victoria,-36.757109,145.568083
Caltex Avenel,Caltex,54 Jones Street,Avenel,Victoria,-36.9075159999999,145.23959
Independent Seymour,Independent Fuel Supplies,44 Emily Street,Seymour,Victoria,-37.019149,145.128359
Safeway Caltex Seymour,Caltex,43A Emily Street,Seymour,Victoria,-37.019895,145.128877
Ampol Carisbrook,Ampol,Simpson Street,Carisbrook,Victoria,-37.045047,143.821611
Safeway Caltex Maryborough,Caltex,Lot 2 Tuaggra Street,Maryborough,Victoria,-37.0459289999999,143.739694
Caltex Mansfield,Caltex,30-32 High Street,Mansfield,Victoria,-37.052878,146.090878
Caltex Mansfield,Caltex,4 Chenery Street,Mansfield,Victoria,-37.0532459999999,146.093005
Caltex Castlemaine,Caltex,45 Johnstone Street,Castlemaine,Victoria,-37.071358,144.210751
Broadford,Caltex,165 High Street,Broadford,Victoria,-37.2024959999999,145.056165
Caltex Eildon,Caltex,2 Centre Avenue,Eildon,Victoria,-37.234102,145.908767
Safeway Caltex Kyneton,Caltex,13 Welsh Street,Kyneton,Victoria,-37.250689,144.45565
Independent Buxton,7-Eleven Pty Ltd,2220 Maroondah Highway,Buxton,Victoria,-37.4201909999999,145.709122
Caltex Marysville,7-Eleven Pty Ltd,10 Murchison Street,Marysville,Victoria,-37.5097489999999,145.747896
Ampol Mallacoota,Ampol,44 Maurice Avenue,Mallacoota,Victoria,-37.5587399999999,149.755964
Caltex Cann River,Caltex,15 Princes Highway,Cann River,Victoria,-37.564833,149.153591
Independent Orbost,Independent Fuel Supplies,176-178 Nicholson Street,Orbost,Victoria,-37.7048339999999,148.45587
Caltex Swan Reach,7-Eleven Pty Ltd,2048 Princes Highway,Swan Reach,Victoria,-37.822783,147.859865
Caltex Bairnsdale,Caltex,Cnr Princes Highway and Calvert Street,Bairnsdale,Victoria,-37.8359819999999,147.599682
Safeway Caltex Lakes Entrance,Caltex,11-17 Church Street,Lakes Entrance,Victoria,-37.879452,147.987691
Caltex Lakes Entrance,Caltex,413 Esplanade,Lakes Entrance,Victoria,-37.8803849999999,147.987742
Independent Maffra,Independent Fuel Supplies,131 Johnson Street,Maffra,Victoria,-37.967981,146.977045
Safeway Caltex Sale,Caltex,33 Cunningham Street,Sale,Victoria,-38.1070809999999,147.06044
Caltex Sale,Caltex,114 York Street,Sale,Victoria,-38.109662,147.068739
Safeway Caltex Moe,Caltex,37-39 Kirk Street,Moe,Victoria,-38.175088,146.26391
Independent Darnum,Independent Fuel Supplies,1 Cropley Street,Darnum,Victoria,-38.1876599999999,146.003183
Safeway Caltex Traralgon,Caltex,1 Seymour Street,Traralgon,Victoria,-38.196874,146.540545
Caltex Camperdown,Caltex,319 Manifold Street,Camperdown,Victoria,-38.227277,143.137447
Safeway Caltex Camperdown,Caltex,101 Manifold Street,Camperdown,Victoria,-38.234721,143.149702
Caltex Morwell,Caltex,2-10 Princes Drive,Morwell,Victoria,-38.236318,146.395907
Caltex Terang,Caltex,33 High Street,Terang,Victoria,-38.240851,142.920797
Independent Traralgon South,Independent Fuel Supplies,25 Keith Morgan Drive,Traralgon South,Victoria,-38.2977529999999,146.541958
Caltex Cobden,Caltex,1 Curdie Street,Cobden,Victoria,-38.329056,143.079565
Safeway Caltex Colac,Caltex,1 Bromfield Street,Colac,Victoria,-38.341221,143.584761
Safeway Caltex Leongatha,Caltex,22 Anderson Street,Leongatha,Victoria,-38.4741119999999,145.944861
Safeway Caltex Wonthaggi,Caltex,4A Murray Street,Wonthaggi,Victoria,-38.604373,145.592357
Caltex Wonthaggi,Caltex,25 McKenzie Street,Wonthaggi,Victoria,-38.6050119999999,145.593285
Caltex Port Campbell,Independent Fuel Supplies,30-32 Lord Street,Port Campbell,Victoria,-38.6198479999999,142.995397
Caltex Foster,Caltex,3895 South Gippsland Highway,Foster,Victoria,-38.6493839999999,146.21557
Independent Tarwin Lower,Caltex,49-51 River Drive,Tarwin Lower,Victoria,-38.701267,145.868633
BP Ayr,BP,108 Edwards Street,Ayr,Queensland,-19.5710359999999,147.403061
BP Home Hill,BP,46 Eighth Avenue,Home Hill,Queensland,-19.6673059999999,147.415476
BP Oak Street,BP,38 Oak Street,Andergrove,Queensland,-21.0966529999999,149.183464
BP Bedford,BP,166 Bedford Road,Andergrove,Queensland,-21.098586,149.181183
BP Glenella Store,BP,66 Hill End Road,Glenella,Queensland,-21.11965,149.147328
BP Moss Marine,BP,Cnr Harbour Road and Hamilton Street,Mackay,Queensland,-21.1197309999999,149.195323
BP Shakespeare,BP,114 Shakespeare Street,Mackay,Queensland,-21.147708,149.189669
Walkerstone Motors & Marine,BP,24 Dutton Street,Walkerston,Queensland,-21.161594,149.068642
BP City Gates,BP,324 Nebo Road,Mackay,Queensland,-21.1658439999999,149.154014
BP Sarina,BP,Broad Street,Sarina,Queensland,-21.4225299999999,149.216816
BP Roadhouse Charleville,Shell,50 Wills Street,Charleville,Queensland,-26.404058,146.241592
BP Tower House,BP,9 Caroline Street,Mitchell,Queensland,-26.488851,147.969489
BP Kookas Central,BP,Bowen Street and Arthur Street,Roma,Queensland,-26.573996,148.78884
BP Connect Bribie Island,BP,50 Hornsby Road,Bongaree,Queensland,-27.064175,153.155869
BP Deception Bay,BP,555 Deception Bay Road,Deception Bay,Queensland,-27.1993659999999,153.032084
BP Clontarf,BP,271 MacDonnell Road,Clontarf,Queensland,-27.2347849999999,153.087367
BP Connect North Lakes,BP,1648 Anzac Avenue,North Lakes,Queensland,-27.2417429999999,153.023007
BP Connect Kallangur,BP,Cnr Anzac Avenue and McBain Street,Kallangur,Queensland,-27.2470519999999,153.007544
BP Boulevarde,BP,206-208 Tourist Drive,Woody Point,Queensland,-27.2555619999999,153.094525
BP Wellington Point,BP,402-406 Main Road,Wellington Point,Queensland,-27.4870369999999,153.238292
BP Tenterfield,BP,154-158 High Street,Tenterfield,New South Wales,-29.0534919999999,152.021113
BP Seven Knights,BP,94 Rouse Street,Tenterfield,New South Wales,-29.062486,152.017077
Kempsey ,BP,22 Carrai Street,South Kempsey,New South Wales,-31.091468,152.836985
BP Connect Beaumauris,BP,Marmion Avenue and Prendiville Avenue,Ocean Reef,Western Australia,-31.752511,115.740438
BP Beldon,BP,261 Eddystone Avenue,Beldon,Western Australia,-31.770732,115.767188
BP Mullaloo,BP,101 Dampier Avenue,Mullaloo,Western Australia,-31.779962,115.744062
BP Wanneroo,BP,599 Wanneroo Road,Wanneroo,Western Australia,-31.782279,115.808371
BP Gidgegannup,BP,2095 Toodyay Road,Gidgegannup,Western Australia,-31.793108,116.194019
Baskerville,BP,1054-1082 Great Northern Highway,Baskerville,Western Australia,-31.797583,116.021295
BP Woodvale Boulevarde,BP,941 Whitfords Avenue,Woodvale,Western Australia,-31.7997809999999,115.795949
BP Connect Padbury,BP,Warburton Avenue and Marmion Avenue,Padbury,Western Australia,-31.8135809999999,115.759276
BP Ballajura,BP,2 Illawarra Crescent North,Ballajura,Western Australia,-31.826558,115.877218
BP Greenwood,BP,11 Coolibah Drive,Greenwood,Western Australia,-31.832278,115.802073
BP Sorrento,BP,128 West Coast Drive,Sorrento,Western Australia,-31.83232,115.747718
BP Koondoola,BP,28 Koondoola Avenue,Koondoola,Western Australia,-31.8418619999999,115.858407
BP Carine Shop,BP,Beach Road and Davallia Road,Duncraig,Western Australia,-31.8454409999999,115.785757
BP Princess Road,BP,106 Princess Road,Balga,Western Australia,-31.856414,115.837298
BP Balcatta,BP,51-53 Erindale Road,Balcatta,Western Australia,-31.8655419999999,115.808022
BP Noranda,BP,40 Benara Road,Noranda,Western Australia,-31.8758579999999,115.894419
BP Connect Karrinyup,BP,190 Karrinyup Road,Karrinyup,Western Australia,-31.8767539999999,115.775645
BP Morrison Road,BP,226 Morrison Road,Midvale,Western Australia,-31.8862169999999,116.030938
BP Morley,BP,331-335 Walter Road West,Morley,Western Australia,-31.8944499999999,115.905341
BP Connect Wellington Road,BP,257 Walter Road West,Morley,Western Australia,-31.8946159999999,115.896677
BP Connect West Coast,BP,11 Scarborough Beach Road,Scarborough,Western Australia,-31.8946799999999,115.758136
BP Bellevue,BP,59-63 Great Eastern Highway,Bellevue,Western Australia,-31.895361,116.031402
BP Connect Main Street,BP,Main Street and Royal Street,Osborne Park,Western Australia,-31.896287,115.82867
BP Connect Nookenburra,BP,386 Scarborough Beach Road,Innaloo,Western Australia,-31.9026279999999,115.799188
BP Dog Swamp,BP,4 Wanneroo Road,Yokine,Western Australia,-31.911458,115.846868
BP Connect North Perth,BP,349 Charles Street,North Perth,Western Australia,-31.926758,115.851906
BP Redcliff,BP,419 Great Eastern Highway,Redcliffe,Western Australia,-31.930371,115.944922
BP Connect Ascot,BP,210 Great Eastern Highway,Ascot,Western Australia,-31.940211,115.927391
BP Connect Wembley,BP,234-240 Cambridge Street,Wembley,Western Australia,-31.9404549999999,115.820223
BP Connect East Perth,BP,68 Brown Street,East Perth,Western Australia,-31.950621,115.87651
BP Subiaco,BP,123 Thomas Street,Subiaco,Western Australia,-31.9522709999999,115.83107
BP Maida Vale,BP,269 Kalamunda Road,Maida Vale,Western Australia,-31.953569,116.024063
BP Connect Carlisle,BP,46-48 Archer Street,Carlisle,Western Australia,-31.972235,115.918844
BP Connect South Perth,BP,7-9 Mends Street,South Perth,Western Australia,-31.9727169999999,115.851951
BP Rosegarden,BP,129 Stirling Highway,Nedlands,Western Australia,-31.979793,115.79827
BP Kewdale Truckstop,BP,554 Abernethy Road,Kewdale,Western Australia,-31.9816109999999,115.974995
BP Hartfield,BP,155 Hale Road,Forrestfield,Western Australia,-31.9906329999999,116.000044
BP Peppermint Grove,BP,533 Stirling Highway,Cottesloe,Western Australia,-31.996866,115.763381
BP Bentley,BP,1158 Albany Highway,Bentley,Western Australia,-32.0026789999999,115.920364
BP Crystal Brook,BP,14-16 Marri Crescent,Lesmurdie,Western Australia,-32.012061,116.035296
BP Manning,BP,75 Manning Road,Manning,Western Australia,-32.0120949999999,115.864477
BP Applecross,BP,848-852 Canning Highway,Applecross,Western Australia,-32.015101,115.843231
BP Cannington,BP,1443 Albany Highway,Cannington,Western Australia,-32.025776,115.941845
BP Attadale,BP,528 Canning Highway,Attadale,Western Australia,-32.031729,115.808896
BP Connect Riverton,BP,339 High Road,Parkwood,Western Australia,-32.038987,115.904396
BP Westgate,BP,85 Queen Victoria Street,Fremantle,Western Australia,-32.0454609999999,115.753092
BP Connect Myaree,BP,246 Leach Highway,Myaree,Western Australia,-32.045763,115.820261
BP Langford,BP,230-234 Nicholson Road,Langford,Western Australia,-32.047177,115.932522
BP Collins Road,BP,Collins Road and Willeri Drive,Willetton,Western Australia,-32.055672,115.903659
BP Bull Creek,BP,83 Wheatley Drive,Bull Creek,Western Australia,-32.057041,115.865891
BP Burrendah Self Serve,BP,Burrendah Boulevard and Pinetree Gully Road,Willetton,Western Australia,-32.0583139999999,115.882051
Canning Vale,BP,2 Vulcan Road,Canning Vale,Western Australia,-32.059559,115.930856
BP Kardinya,BP,88 Gilbertson Road,Kardinya,Western Australia,-32.0690299999999,115.819948
BP Huntingdale,BP,68 Warton Road,Huntingdale,Western Australia,-32.07157,115.966471
BP Connect Phoenix,BP,Rockingham Road and Phoenix Road,Spearwood,Western Australia,-32.0943389999999,115.783182
BP Kelmscott,BP,2905-2907 Albany Highway,Kelmscott,Western Australia,-32.11859,116.016532
BP Connect Thomsons Lake,BP,Beeliar Drive and Midgegooroo Avenue,Success,Western Australia,-32.129239,115.853778
BP Pitstop Garage Geurie,BP,61 Buckenbah Street,Geurie,New South Wales,-32.398063,148.829024
BP Wellington,BP,35A Maxwell Street,Wellington,New South Wales,-32.5583589999999,148.944695
Billabong Takeaway,BP,5 Forbes Street,Yeoval,New South Wales,-32.7537179999999,148.648088
BP Kerang,BP,90 Bendigo Road,Kerang,Victoria,-35.73898,143.918345
Johnsons Garage,Shell,40 Western Road,Cohuna,Victoria,-35.805402,144.209391
Barooga General Store,Independent Fuel Supplies,37 Vermont Street,Barooga,Victoria,-35.91255,145.69091
BP North Albury,BP,Lot 2 Travelstop Way,Lavington,New South Wales,-36.035739,146.970967
Richards ,BP,161 Main Street,Rutherglen,Victoria,-36.0529,146.458274
BP Border,BP,609-619 Ebden Street,South Albury,New South Wales,-36.0888439999999,146.909496
BP Moama,BP,49-51 Meninya Street,Moama,New South Wales,-36.1111309999999,144.754923
Wodonga,BP,56-58 Hovell Street,Wodonga,Victoria,-36.1175729999999,146.893859
BP Connect Biralee,BP,109-113 Melrose Drive,West Wodonga,Victoria,-36.1283319999999,146.865546
Echuca Opt,BP,10 Stuart Street,Echuca,Victoria,-36.139642,144.755816
BP Echuca,BP,368-370 Ogilvie Ave,Echuca,Victoria,-36.14021,144.732454
BP Kyabram,BP,10 Allan Street,Kyabram,Victoria,-36.3138329999999,145.033232
BP Rochester,BP,22 Ramsay Street,Rochester,Victoria,-36.3603429999999,144.698476
BP Elmore,BP,1 Margaret Street,Elmore,Victoria,-36.496773574,144.607369808
BP Midland,7-Eleven Pty Ltd,92-94 Bridge Street,Benalla,Victoria,-36.5550679999999,145.965434
BP Horsham,BP,2-6 Dimboola Road,Horsham,Victoria,-36.7109839999999,142.198038
BP Wimmera Bridge,BP,43 O'Callaghans Parade,Horsham,Victoria,-36.7223529999999,142.20459
BP Euroa,BP,29 Taracombe Street,Euroa,Victoria,-36.749974,145.577415
Heathcote Northend Roadhouse,BP,212 High Street,Heathcote,Victoria,-36.915987,144.70288
The Merton General Store,BP,8223 Maroondah Highway,Merton,Victoria,-36.977347,145.710474
BP Harcourt,BP,34 High Street,Harcourt,Victoria,-36.997313,144.261898
Robert Cox Motors,Independent Fuel Supplies,51 High Street,Maldon,Victoria,-36.9984679999999,144.068246
Redesdale Store,BP,2609 Kyneton-Redesdale Road,Redesdale,Victoria,-37.024728,144.530886
